sno,firstname,lastname,gender,dob,personphone,city,statename,zip,primarylanguage,primaryocc,maxeducationlevel,maritalstatus,productcategory,annualincome,leadquality,datecreated 
1085,Tom,Hunter,male,1964-05-21,5702972392,Lake Janet,Rhode Island,55557,English,Salaried,Doctorate,Divorced,Home Insurance,85000,Best,
1086,Mark,Roderiquez,male,1952-11-07,2837207348,West Jacob,West Virginia,18620,English,Business,Postgraduate,Married,Auto Insurance,70000,Average,
1087,Cesar,Rogers,male,1972-07-07,6641527510,Danielport,South Carolina,21697,English,Salaried,Undergraduate,Married,Auto Insurance,56000,Poor,
1088,Debra,Alvarez,female,1962-02-14,2042139525,West Sabrina,Minnesota,67935,English,Business,Postgraduate,Married,Auto Insurance,63000,Poor,
1089,Estelle,Grisham,female,1942-10-18,4213911712,Port Tonya,Nebraska,83972,English,Salaried,Postgraduate,Married,Auto Insurance,61000,Average,
1090,Billie,Constantino,female,1978-03-25,5193900287,North Patrickland,Wyoming,44591,English,Salaried,Undergraduate,Married,Life Insurance,60000,Poor,
1091,Rachel,Solomon,female,1969-02-01,9600936810,Williamsshire,Ohio,69373,English,Salaried,Postgraduate,Divorced,Home Insurance,85000,Best,
1092,Andrew,Brown,male,1996-02-13,5175162037,Hoffmanfort,Delaware,28099,English,Salaried,Undergraduate,Unmarried,Life Insurance,81000,Average,
1093,Douglas,Chew,male,1976-11-26,5188070396,Anneshire,New Hampshire,57388,English,Unemployed,Secondary school,Divorced,Auto Insurance,1000,Average,
1094,Joann,Moore,not specified,1954-09-18,5176036621,North Markmouth,Utah,83327,English,Salaried,Doctorate,Married,Home Insurance,54000,Best,
1095,Robert,Slaughter,male,1980-10-21,6098174218,West Travisfurt,Alabama,2140,English,Salaried,Secondary school,Unmarried,Disability Insurance,1000,Poor,
1096,Charles,Walker,female,1944-11-17,4030805685,Tiffanybury,Montana,6844,English,Self employed,Secondary school,Widowed,Life Insurance,30000,Best,
1097,Victoria,Luster,female,1983-05-03,2905547237,Allenchester,Pennsylvania,98502,English,Salaried,Undergraduate,Married,Home Insurance,69000,Best,
1098,Ronald,Loveman,male,1994-11-27,8634787695,Port Angelaland,California,81169,English,Salaried,Doctorate,Unmarried,Disability Insurance,84000,Best,
1099,Lisa,Tillis,female,1990-02-21,7989737931,Nguyenstad,California,19474,English,Self employed,Elementary school,Unmarried,Disability Insurance,3000,Best,
1100,Petra,Eastman,female,1991-12-24,5828781993,Lake Wayne,North Dakota,15747,English,Business,Postgraduate,Married,Auto Insurance,88000,Best,
1101,Amy,Jay,female,1940-11-12,2939889659,Alanport,Oklahoma,3001,English,Salaried,Undergraduate,Married,Auto Insurance,64000,Average,
1102,Maxine,Moss,female,1989-11-20,5801252198,West Tony,Indiana,38559,English,Salaried,Undergraduate,Unmarried,Life Insurance,70000,Poor,
1103,Katherine,Booker,female,1973-05-02,8965661189,South Shelby,Montana,8823,English,Self employed,Secondary school,Married,Home Insurance,4000,Average,
1104,Cesar,Rogers,male,1972-07-07,6641527510,Danielport,South Carolina,21697,English,Salaried,Undergraduate,Married,Home Insurance,56000,Poor,
1105,Hilda,Mccarty,female,1994-04-17,7495719292,Lake Jonathan,Connecticut,26423,English,Salaried,Postgraduate,Unmarried,Auto Insurance,78000,Best,
1106,Dorothy,Mock,female,1990-02-09,9757557518,East Lisafort,Louisiana,85108,English,Self employed,Secondary school,Married,Auto Insurance,1000,Poor,
1107,Wayne,Jeter,male,1984-11-26,3188753702,Judithton,Wisconsin,76031,English,Unemployed,Elementary school,Married,Disability Insurance,1000,Average,
1108,Andrew,Edwards,male,1981-06-06,8047859778,East Samanthaburgh,Ohio,3776,English,Salaried,Undergraduate,Married,Life Insurance,71000,Best,
1109,Robert,Peter,male,1955-09-15,7059605880,West Stephanieside,Iowa,52878,English,Salaried,Postgraduate,Married,Life Insurance,61000,Best,
1110,Clifton,Watkins,male,1952-10-31,7931634041,Lake Katherineton,Delaware,27098,English,Self employed,Elementary school,Divorced,Home Insurance,29000,Poor,
1111,Juan,Elliott,male,1961-07-21,6844939067,Collinsberg,Oklahoma,76680,English,Salaried,Doctorate,Married,Disability Insurance,78000,Best,
1112,Whitney,Rodriquez,female,1955-12-24,2463430949,Tonyview,Louisiana,17204,English,Business,Postgraduate,Married,Auto Insurance,84000,Best,
1113,Shirley,Somerville,female,1987-07-27,6592501000,Christianhaven,Florida,35035,English,Unemployed,Secondary school,Married,Home Insurance,1000,Average,
1114,Mark,Harter,male,1966-08-26,5983719762,South Nicoleport,Iowa,16977,English,Salaried,Doctorate,Married,Life Insurance,44000,Best,
1115,Catherine,Green,female,1963-08-13,6956817880,Lake Marcus,Indiana,74596,English,Salaried,Undergraduate,Married,Auto Insurance,59000,Poor,
1116,Nicholas,Glenn,male,1942-04-25,1054508697,Riverafort,Wisconsin,41555,English,Salaried,Undergraduate,Married,Life Insurance,80000,Best,
1117,Angel,Wilkins,female,1985-02-08,8985490900,Michaelborough,Kentucky,37967,English,Salaried,Postgraduate,Married,Auto Insurance,59000,Poor,
1118,William,Horne,male,1966-09-18,2590409524,North Deanna,Missouri,20097,English,Salaried,Undergraduate,Married,Auto Insurance,85000,Best,
1119,Ronald,Stec,male,2000-03-11,3446881866,Shelleyville,Missouri,93393,English,Salaried,Undergraduate,Married,Auto Insurance,83000,Poor,
1120,Hayley,Peterson,female,1943-06-19,8803866126,Lake Kara,Tennessee,45070,English,Self employed,Elementary school,Divorced,Auto Insurance,35000,Average,
1121,Brenda,Wells,female,1988-01-02,1552144743,New Lisa,Kentucky,2326,English,Salaried,Doctorate,Married,Auto Insurance,76000,Poor,
1122,Margaret,Filthaut,female,1965-03-18,7785451299,Jensenstad,Indiana,40316,English,Salaried,Doctorate,Married,Home Insurance,74000,Average,
1123,Tyler,Ortega,male,1943-11-27,9874738213,Richardsonport,Mississippi,83645,English,Salaried,Undergraduate,Widowed,Home Insurance,62000,Average,
1124,Jacqueline,Walsh,female,1968-07-24,6885485105,West Stevenchester,Arkansas,75213,English,Salaried,Undergraduate,Married,Life Insurance,58000,Best,
1125,Catherine,Cooper,female,1971-12-01,5221355898,Kiddfort,Kansas,4221,English,Self employed,Secondary school,Married,Home Insurance,8000,Best,
1126,Judith,Hugle,female,1999-05-12,1427324125,Brendastad,New Mexico,68087,English,Salaried,Doctorate,Unmarried,Disability Insurance,58000,Best,
1127,Clyde,Geisler,male,1975-01-28,1936108546,Thomaschester,Oregon,49605,English,Self employed,Secondary school,Married,Disability Insurance,17000,Average,
1128,Lisa,Tillis,female,1990-02-21,7989737931,Nguyenstad,California,19474,English,Self employed,Elementary school,Unmarried,Life Insurance,3000,Best,
1129,Anita,Graham,female,1965-02-16,7084211351,Zacharymouth,Missouri,28677,English,Salaried,Doctorate,Married,Disability Insurance,40000,Poor,
1130,Harold,Conway,male,1955-05-12,3378249878,Staceyborough,South Carolina,45973,English,Self employed,Elementary school,Divorced,Disability Insurance,60000,Average,
1131,Beverly,Smith,female,1991-05-05,9280190345,Curtisview,Georgia,15735,English,Salaried,Doctorate,Unmarried,Life Insurance,42000,Average,
1132,Joseph,Brown,male,1998-05-15,8589881958,Johnsonfort,Missouri,1266,English,Salaried,Doctorate,Married,Home Insurance,43000,Poor,
1133,Sabrina,Dyer,female,1966-07-10,4439011982,Port Peterland,New York,97686,English,Salaried,Undergraduate,Married,Auto Insurance,80000,Average,
1134,Marna,Erwin,female,1960-07-07,3211767158,Johnborough,Mississippi,63218,English,Salaried,Doctorate,Divorced,Life Insurance,10000,Best,
1135,Robert,Holman,male,1981-09-10,7152822861,Moodyshire,Texas,50901,English,Business,Postgraduate,Married,Auto Insurance,73000,Best,
1136,Eileen,Snook,female,1983-02-27,7877489609,South Nicole,Montana,65718,English,Salaried,Undergraduate,Divorced,Disability Insurance,85000,Best,
1137,Katherine,Gomez,female,1946-04-06,2165104729,New George,North Dakota,71952,English,Business,Postgraduate,Widowed,Auto Insurance,67000,Best,
1138,Harvey,Small,male,1972-12-17,7834055097,Amandaton,Rhode Island,48233,English,Salaried,Postgraduate,Married,Home Insurance,51000,Best,
1139,Marcus,Jones,male,1960-06-06,6485659707,West Jay,Nevada,22267,English,Business,Postgraduate,Married,Auto Insurance,90000,Best,
1140,William,Melton,male,1952-08-01,4405717996,Ryanborough,Maine,1006,English,Salaried,Undergraduate,Married,Life Insurance,84000,Poor,
1141,Alicia,Medovich,female,1981-03-28,2501139113,Kelseymouth,Louisiana,34566,English,Salaried,Undergraduate,Divorced,Life Insurance,40000,Average,
1142,Celeste,Williams,female,1995-11-10,1496929793,West Ryanberg,Alaska,41374,English,Self employed,Secondary school,Unmarried,Life Insurance,30000,Poor,
1143,Toni,Smith,female,1966-07-30,1007941487,Johnview,Missouri,71698,English,Salaried,Undergraduate,Married,Disability Insurance,57000,Average,
1144,Jeremy,Hightower,male,1945-12-08,2736539079,New Matthew,Maryland,59595,English,Salaried,Undergraduate,Divorced,Home Insurance,46000,Best,
1145,James,Sharp,male,1986-05-04,1930514793,North Kathrynton,Delaware,29178,English,Self employed,Elementary school,Married,Life Insurance,20000,Average,
1146,James,Savage,male,1978-08-14,3714786910,West Williamton,New Hampshire,19566,English,Business,Postgraduate,Married,Home Insurance,91000,Poor,
1147,Patricia,Lindhorst,female,1988-08-24,4835439481,New Jill,Wisconsin,34265,English,Salaried,Undergraduate,Widowed,Auto Insurance,81000,Best,
1148,Denise,Carter,female,1956-12-10,7049085971,Christinaton,Nebraska,64031,English,Salaried,Doctorate,Married,Life Insurance,95000,Average,
1149,Evelyn,Redmond,female,1985-01-12,1199186347,West Vincent,Delaware,56372,English,Salaried,Undergraduate,Widowed,Disability Insurance,67000,Average,
1150,Kyle,Parvin,male,1983-12-27,7678553628,Lake Justin,Indiana,89141,English,Salaried,Postgraduate,Married,Disability Insurance,77000,Average,
1151,Peter,Batton,male,1979-02-13,8963310848,East Katelyn,Louisiana,46121,English,Salaried,Undergraduate,Widowed,Auto Insurance,66000,Average,
1152,Vicki,Rodriguez,not specified,1961-09-10,7816159908,Perezside,Virginia,28184,English,Salaried,Doctorate,Married,Auto Insurance,65000,Best,
1153,Mark,Ye,male,1980-05-13,1998588776,Moorestad,Indiana,73523,English,Salaried,Undergraduate,Married,Disability Insurance,88000,Poor,
1154,Earlene,Jones,female,1991-02-21,6736156451,Richardton,Montana,76872,English,Salaried,Undergraduate,Unmarried,Disability Insurance,51000,Poor,
1155,Earlene,Jones,female,1991-02-21,6736156451,Richardton,Montana,76872,English,Salaried,Undergraduate,Unmarried,Home Insurance,51000,Poor,
1156,Douglas,Cook,male,1965-08-24,5181195704,Michaelville,Georgia,74654,English,Salaried,Undergraduate,Widowed,Auto Insurance,48000,Average,
1157,Hayley,Peterson,female,1943-06-19,8803866126,Lake Kara,Tennessee,45070,English,Self employed,Elementary school,Divorced,Life Insurance,35000,Average,
1158,Kathryn,Brown,female,1960-09-24,6419348598,East Gabrielle,Alaska,60159,English,Salaried,Doctorate,Married,Home Insurance,56000,Poor,
1159,Patricia,Schleich,female,1955-10-19,9070615209,Figueroaview,Georgia,33806,English,Salaried,Doctorate,Widowed,Life Insurance,43000,Poor,
1160,Natalie,Ponce,female,1964-11-28,2005107364,East Michael,Delaware,85600,English,Business,Postgraduate,Widowed,Life Insurance,69000,Average,
1161,Daniel,Pacheco,male,1991-03-18,9556233803,Brianburgh,Virginia,66699,English,Salaried,Undergraduate,Unmarried,Life Insurance,69000,Average,
1162,Matthew,Powers,male,1982-04-15,7712406254,Port Jeffery,Massachusetts,96924,English,Salaried,Undergraduate,Widowed,Life Insurance,42000,Average,
1163,Anita,Graham,female,1965-02-16,7084211351,Zacharymouth,Missouri,28677,English,Salaried,Doctorate,Married,Home Insurance,40000,Poor,
1164,Eileen,Galyen,female,1948-09-22,7617423411,South Nancyfurt,Indiana,73672,English,Business,Postgraduate,Married,Disability Insurance,69000,Poor,
1165,Andrew,Brown,male,1996-02-13,5175162037,Hoffmanfort,Delaware,28099,English,Salaried,Undergraduate,Unmarried,Life Insurance,81000,Average,
1166,Richard,Masker,male,1984-06-17,4901014190,Nathanielfort,Arkansas,80995,English,Salaried,Postgraduate,Widowed,Home Insurance,85000,Poor,
1167,Clara,Heath,female,1987-08-16,5010705639,Vegaburgh,Vermont,35139,English,Business,Postgraduate,Widowed,Disability Insurance,62000,Average,
1168,Dana,Peterson,female,1967-05-24,6025201963,Danieltown,Kansas,13792,English,Business,Postgraduate,Widowed,Life Insurance,74000,Average,
1169,John,Baker,male,1958-07-01,5529099140,Cynthiafort,Georgia,36097,English,Salaried,Undergraduate,Widowed,Life Insurance,73000,Poor,
1170,Sook,Ayers,female,1984-02-17,2530775650,North Linda,Wyoming,12415,English,Unemployed,Elementary school,Widowed,Disability Insurance,1000,Poor,
1171,Herman,Mcneese,male,1979-03-31,8539270831,North Ryan,Arkansas,12893,English,Salaried,Doctorate,Married,Life Insurance,80000,Poor,
1172,Natalie,Ponce,female,1964-11-28,2005107364,East Michael,Delaware,85600,English,Business,Postgraduate,Widowed,Disability Insurance,69000,Average,
1173,Joyce,Fowler,female,1989-03-11,7131955479,Davidsonmouth,Hawaii,82462,English,Salaried,Doctorate,Divorced,Life Insurance,74000,Best,
1174,Richard,Manigault,male,1963-02-13,6581140715,East Jasmin,Mississippi,46928,English,Salaried,Postgraduate,Married,Disability Insurance,63000,Average,
1175,Benjamin,Simon,male,1981-11-03,5525484771,West Juliefurt,New Mexico,52683,English,Self employed,Elementary school,Married,Home Insurance,6000,Poor,
1176,Regina,Shaw,female,1949-01-24,9356801590,Rochaport,Tennessee,71016,English,Self employed,Elementary school,Widowed,Auto Insurance,22000,Average,
1177,Adelaide,Howard,not specified,1984-05-22,1494758033,Colliertown,West Virginia,59771,English,Self employed,Secondary school,Widowed,Auto Insurance,31000,Average,
1178,Leigh,Bailey,female,1982-05-01,6680415373,Carlyberg,Nebraska,23026,English,Self employed,Secondary school,Widowed,Auto Insurance,33000,Best,
1179,Charles,Stewart,male,1977-04-17,5140770904,West Robin,Oklahoma,66347,English,Salaried,Undergraduate,Married,Life Insurance,83000,Average,
1180,Tom,Hunter,male,1964-05-21,5702972392,Lake Janet,Rhode Island,55557,English,Salaried,Doctorate,Divorced,Home Insurance,85000,Best,
1181,Maria,Vasquez,female,1981-11-13,3634350852,Roseburgh,Arizona,36301,English,Salaried,Undergraduate,Married,Home Insurance,45000,Poor,
1182,Craig,Cote,male,1943-04-30,1607825287,Rossbury,New Jersey,36195,English,Salaried,Undergraduate,Divorced,Auto Insurance,44000,Poor,
1183,Michael,Watkins,male,1975-07-22,4041820605,Port Steveport,North Carolina,51569,English,Business,Postgraduate,Widowed,Disability Insurance,74000,Average,
1184,Sally,Coon,female,1980-06-03,2155411471,Michaelborough,Idaho,31771,English,Business,Postgraduate,Widowed,Life Insurance,65000,Average,
1185,Benjamin,Simon,male,1981-11-03,5525484771,West Juliefurt,New Mexico,52683,English,Self employed,Elementary school,Married,Life Insurance,6000,Poor,
1186,Miguel,Goldbach,male,1995-03-10,8112159740,Jeffreymouth,Missouri,65964,English,Salaried,Undergraduate,Unmarried,Disability Insurance,88000,Best,
1187,Ethel,Hildebrant,female,1947-12-30,2930121180,Owensstad,Wyoming,90690,English,Self employed,Secondary school,Married,Home Insurance,24000,Best,
1188,Nanette,Fairey,female,1944-06-23,4039692702,South Brianhaven,West Virginia,40137,English,Business,Postgraduate,Married,Auto Insurance,96000,Poor,
1189,Ruth,Robinson,female,1953-07-09,2116546422,West Jasmine,Montana,21227,English,Salaried,Undergraduate,Married,Disability Insurance,81000,Average,
1190,George,Hoffman,male,1990-09-16,8748350516,West Adam,New York,55635,English,Salaried,Doctorate,Unmarried,Auto Insurance,80000,Best,
1191,Anna,Callaghan,female,1963-07-26,2907383790,Grantview,Mississippi,99317,English,Business,Postgraduate,Divorced,Life Insurance,81000,Poor,
1192,Christopher,Dancer,male,1941-04-06,7454009774,Benjaminstad,Alabama,72398,English,Self employed,Elementary school,Married,Auto Insurance,10000,Poor,
1193,Edward,Hirth,male,1944-03-13,1538515771,East Charles,Tennessee,76980,English,Salaried,Undergraduate,Widowed,Auto Insurance,72000,Best,
1194,Brian,Petrowski,male,1995-09-21,3367091813,West Michael,Louisiana,24634,English,Salaried,Undergraduate,Married,Life Insurance,62000,Average,
1195,Vernie,Phillips,female,1984-04-26,6818676372,Mcknightport,Tennessee,99876,English,Salaried,Doctorate,Widowed,Life Insurance,66000,Average,
1196,Mark,Roderiquez,male,1952-11-07,2837207348,West Jacob,West Virginia,18620,English,Business,Postgraduate,Married,Life Insurance,70000,Average,
1197,Karen,Denault,female,1965-02-08,2275935513,Sherriville,Wisconsin,88811,English,Salaried,Postgraduate,Married,Life Insurance,45000,Poor,
1198,Janelle,Hopkins,female,1949-05-24,3137052442,Johnburgh,Michigan,99536,English,Salaried,Doctorate,Married,Auto Insurance,41000,Poor,
1199,Jerrod,Bowman,male,1957-03-17,2711795515,Butlerbury,Maine,81397,English,Business,Postgraduate,Married,Auto Insurance,71000,Best,
1200,Thomas,Hively,male,1996-12-12,3838404082,New Spencer,Utah,21171,English,Salaried,Doctorate,Married,Home Insurance,10000,Best,
1201,Margaret,Carpenter,female,2001-02-10,5607096137,Rebeccabury,Idaho,19228,English,Salaried,Undergraduate,Unmarried,Disability Insurance,77000,Poor,
1202,Hector,Kiehl,male,1969-11-03,2155498651,Lopezborough,Alabama,79157,English,Salaried,Doctorate,Married,Home Insurance,40000,Average,
1203,Patricia,Schleich,female,1955-10-19,9070615209,Figueroaview,Georgia,33806,English,Salaried,Doctorate,Widowed,Life Insurance,43000,Poor,
